,1
42,"['디자인', '우리', '생활', '관계', '디자인', '생각', '생활', '생각', '생활', '디자인', '정도', '디자인', '생활', '밀접', '관계', '디자인', '사례', '토대', '일상', '주변', '사물', '분야', '디자인', '구체', '사례', '문제점', '인식', '디자인', '요소', '분석', '필요', '생활', '디자인', '조형', '능력', '디자인', '감각', '향상', '누구', '일상', '디자이너', '디자인', '창조', '첫째', '디자인', '관심', '사람', '디자인', '이해', '사람', '디자인', '인간', '영향', '사람', '디자인', '개념', '정립', '생활', '전반', '디자인', '감각', '향상', '인간', '기술', '사회', '가치', '문화', '방식', '표현', '디자인', '디자인', '문화', '관계', '사고', '이해']"
43,"['음악', '예술', '인간', '투영', '창조', '활동', '결과물', '인간', '이야기', '밀접', '서양', '고전', '음악', '인간', '주요', '주제', '음악', '내부', '논리', '음악', '이야기', '사회', '문화', '역사', '이해', '고전', '음악', '다양', '작품', '선정', '역사', '문화', '맥락', '음악', '인간', '연관', '음악', '이해', '해석', '능력', '우리', '음악', '즐거움', '의미', '서양고전음악', '감상', '이해', '음악', '삶', '이야기', '여덟', '가지', '주제', '연관', '음원', '파일', '동영상', '자료', '악보', '사진', '그림', '이미지', '자료', '시청각', '자료', '활용', '음악', '가능', '접근', '진행', '영상', '진행', '중간고사', '사회', '거리', '두기', '단계', '단계', '대면시험', '단계', '실시', '시스템', '영상', '업로드', '해당', '주차', '내용', '요약', '정리', '주차', '준비', '예습', '과제', '제공', '수강', '기간', '동안', '과제', '시스템', '과제', '답안', '영상', '기간', '수강', '여부', '수강', '영상', '과제', '답안', '자발', '주체', '활동', '영상', '자료', '시스템', '콘텐츠', '확인', '수강', '교수자', '신속', '원활', '의사소통', '토론', '게시판', '메시', '지창', '이메일', '적극', '활용', '운영', '구체', '스케줄', '과제', '계획서', '파일', '참조']"
44,"['미래', '리더', '기업가정신', '조직', '리더', '성장', '필요', '리더십', '역량', '이해', '리더십', '스킬', '개발', '기업가정신', '리더십', '이해', '자아', '변화', '조직', '변화', '이해', '창조', '파괴', '조직혁신문화', '구상', '변화', '촉진', '성과', '성취', '구상']"
45,"['창업', '가지', '성공', '조건', '중요', '생각', '창업', '연관', '창업', '법률', '성공', '가능', '일반', '계약', '사항', '시작', '창업', '주요', '법률', '내용', '공부', '창업', '중요', '지적재산권', '내용', '강좌', '창업', '실제', '도움', '법률', '이론', '내용', '배제', '창업', '실제', '사항', '위주', '결과', '강좌', '수강', '학생', '최소한', '창업', '자신', '사이', '위반', '피해', '강좌', '창업', '법률', '다양', '때문', '정리', '교재', '진행', '자료', '활용', '계획', '진행', '실제', '사례', '소개', '수강', '창업', '문제', '이', '문제', '해결', '파악', '순서', '외부', '강사', '사정', '때문', '개강', '변경', '가능', '진행', '예정']"
46,"['창업', '학생', '일반', '학생', '아이디어', '창출', '실제', '생활', '필요', '문제', '해결', '능력', '함양', '목적', '아이디어', '창출', '방법', '자신', '아이디어', '창출', '실습', '구성', '실생활', '문제', '해결', '능력', '필요', '아이디어', '개발', '연습', '향후', '아이디어', '창출', '필요', '제반', '기법', '공부', '아이디어', '발굴', '브레인', '스토', '발굴', '기법', '창업아이디어', '이해', '아이디어', '사업', '가능', '모색', '창업아이디어', '계획서', '작성']"
47,"['과정', '한국어', '모국어', '학생', '한국어', '교수', '설계', '과정', '학생', '듣기', '쓰기', '읽기', '가지', '역량', '포괄', '소개', '제공', '문법', '상당', '부분', '어휘', '한국', '문화', '사회', '이해', '한국어', '모국어', '외국인', '학생', '한국', '대학생활', '적응', '다양', '도움', '추측', '예상', '대조', '이유', '사람', '인용', '결심', '의도', '사동', '피동', '표현', '일상', '생활', '학교', '강의실', '활동', '유용', '표현', '고급', '단어', '문법', '요소', '소개', '숙지', '언어', '생활', '한국', '문화', '상대', '방식', '적용', '이상', '학칙', '학점', '간주']"
48,"['사전', '방식', '원격수업', '진행', '기계', '비평', '인문학', '공학', '철학', '미디어아트', '결합', '실험', '인문학', '생각', '기계', '비평', '방송', '연사', '이영준', '연사', '김승범', '내용', '강좌', '버스', '기차', '화물선', '사진기', '라디오', '복사기', '인터넷', '항공모함', '미사일', '기계', '분석', '기계', '전문', '비평', '경험', '특별', '강사', '기계', '비평', '개념', '이해', '훈련', '예비', '코스', '미디어이론', '기술공학', '디자인', '디자인', '현상학개론', '철학', '책임', '강사', '취지', '우리', '기계', '기계', '기계', '단순', '도구', '인간', '신체', '육박', '인공', '보철물', '작동', '인간', '의식', '인성', '근본', '차원', '여기', '기계', '기계', '선험', '성립', '의미', '기계', '고찰', '비판', '작업', '공간', '성찰', '작업', '동안', '기계', '가치', '검토', '방향', '오류', '효용', '점검', '비판', '기계', '변경', '우리', '실제', '의식', '성찰', '훈련', '기계', '위험', '수반', '연필', '프레스', '손가락', '절단', '사고', '기계', '잠재', '기계', '물질', '덩어리', '기계', '지식', '덩어리', '지식', '가지', '정도', '첫째', '기계', '역사', '지식', '기계', '역사', '맥락', '둘째', '물건', '기계', '자체', '공학', '지식', '기계', '기술사', '셋째', '경험', '지식', '기계', '경험', '기계', '애초', '설계', '가치', '탈구', '가치', '기능', '기계', '문화사', '지식', '성립', '기계', '비평', '특정', '기계', '역사', '기계', '공학', '지식', '경유', '기계', '인류', '선사', '경험', '인류', '기계', '부여', '기생', '기능', '고찰', '운영', '방식', '옴니버스', '특강', '기계', '비평', '저서', '전시', '경험', '강사', '섭외', '강좌', '버스', '기차', '자동차', '화물선', '사진기', '라디오', '복사기', '인터넷', '항공모함', '미사일', '기계', '분석', '책임', '교수', '기말', '도합', '특별', '강사', '책임', '교수', '참관', '특강', '전체', '커리큘럼', '기강', '유지', '방식', '시간', '학생', '특강', '강사', '리뷰', '페이퍼', '기말', '상대', '방식']"
49,"['과정', '창업', '교육', '센터', '창업', '글로벌', '영역', '해외', '마케팅', '수출', '해외', '기업', '해외', '자회사', '설립', '해외', '진출', '기업', '니즈', '충족', '저인', '해외', '시장', '조사', '이론', '실무', '학생', '해외', '감각', '국내', '한정', '창업', '기대', '글로벌', '환경', '경쟁', '기업', '최초', '행위', '시장', '조사', '의미', '방법', '수집', '자료', '정보', '의사', '결정', '활용', '기초', '분석', '방법', '통계학', '공부', '시장', '조사', '중요', '기업', '활동', '인식']"
50,"['창업', '창업', '활동', '주체', '준비', '창업', '과정', '주도', '역할', '시장', '정보', '산업', '현장', '경험', '부족', '대학생', '창업', '지망자', '자신', '주변', '경험', '아이디어', '중심', '비즈니스모델', '철저', '사업', '계획', '창업', '준비', '방법', '하나', '창업', '프로젝트', '창업', '관심', '일반', '학생', '자신', '경험', '지식', '바탕', '자기', '주변', '아이디어', '발굴', '아이디어', '창업아이템', '발전', '사업', '과정', '프로젝트', '실행', '주변', '사람', '문제', '불편', '해결', '솔루션', '아이디어', '고안', '아이디어', '바탕', '솔루션', '실현', '수익', '창출', '프로젝트', '진행', '식음료', '기성품', '판매', '프로젝트', '아이템', '제외', '프로젝트', '자신', '구성원', '능력', '동안', '수준', '범위', '아이템', '선정', '제한', '예산', '기간', '진행', '구성', '인원', '하로', '구성', '혼자', '진행', '가능', '제한', '조건', '아이디어', '수익', '실현', '프로젝트', '실행', '변화', '고객', '시장', '이해', '시장', '솔루션', '창업', '능력', '함양', '아이디어', '연관', '문제', '정의', '솔루션', '실현', '고객', '발굴', '사업', '실행', '계획', '수립', '실행', '보완', '단계', '과정', '진행', '수강', '학생', '효과', '프로젝트', '과정', '소요', '비용', '기준', '범위', '실비', '지원', '방식', '실시간', '진행', '노트북', '카메라', '실시간', '화상', '학생', '수강', '신청', '권장', '창업', '프로젝트', '실시간', '영상', '진행', '실시간', '영상', '가능', '팀원', '대면', '해당', '프로젝트', '실행', '창업', '능력', '함양', '시장', '고객', '수요', '기반', '창업아이디어', '문제', '정의', '솔루션', '실현', '고객', '개발', '수익', '창출', '프로세스', '이해']"
51,"['고학년', '중심', '맞춤', '취업', '실전', '연습', '준비', '사회', '진출', '학생', '진출', '업종', '지원', '기업', '선택', '입사', '지원', '취업', '준비', '과정', '산업', '기업', '현장', '이해', '분석', '능력', '중요', '비중', '산업', '동향', '기업', '분석', '기반', '고학년', '학생', '취업', '경쟁력', '향상', '지원', '수강', '학생', '요구', '필요', '내용', '고학년', '학생', '산업', '최신', '동향', '이해', '기업', '활동', '분석', '능력', '신장', '진출', '기업', '선택', '입사', '준비', '경쟁력', '향상', '목적', '사례', '분석', '이론', '중심', '취업', '대비', '실전', '중심', '진행', '진로설정', '입사', '준비', '과정', '활용']"
52,"['창업', '마인드', '함양', '창업', '사례', '창업', '필요', '지식', '기초', '정보', '전달', '현장', '중심', '실전', '정보', '교육', '미래', '예비', '소양', '비즈니스', '시작', '마음가짐', '인간', '관계', '구축', '사업', '기회', '발견', '사업', '모델링', '사업', '분석', '사업', '계획', '시뮬레이션', '사항', '성공', '기업', '벤치마킹', '요소', '습득', '강좌', '창업', '관심', '학생', '창업아이디어', '학생', '대상', '지식', '전달', '현장', '중심', '경험', '실전', '교육', '내용', '전달', '미래', '예비', '소양', '태도', '역량', '내용', '습득', '국내', '대표', '경영', '혁신', '기업', '성장', '과정', '미래', '기업가', '성취동기', '부여', '동영상', '강좌', '진행', '초청', '강사', '사정', '강연', '일자', '강연', '내용', '변경']"
53,"['기업', '현실', '유사', '가상', '기업', '경영', '경영자', '역할', '자연', '경영', '흐름', '이해', '경영', '성과', '창출', '경영', '의사', '결정', '능력', '향상', '체험', '기반', '문제', '해결', '경영', '시뮬레이션', '교육', '기업', '경영', '어려움', '체험', '미래', '경영인', '경영', '능력', '향상']"
54,"['강좌', '고전', '자기계발', '융합', '수강', '사회생활', '실체', '도움', '강좌', '전반부', '고전', '독서', '활용', '스토리텔링', '스토리텔링', '홍보', '고전', '경영', '중점', '후반부', '고전', '독서', '자기', '브랜드', '지식', '편집', '효과', '커뮤니케이션', '방법론', '강좌', '수강', '학생', '분야', '고전', '스토리텔링', '효과', '자기', '브랜드', '향후', '사회', '성취', '자신감', '수강', '고전', '해석', '현대인', '상상력', '부합', '해설', '과정', '경험', '과정', '학생', '문화', '상호', '교류', '소통', '역량', '내용', '분석', '역량', '미래', '주도', '기획', '역량', '진행', '고전', '독서', '활용', '효과', '퍼스널', '랜딩', '방법론', '혁명', '시대', '암기력', '창의력', '무엇', '십중팔구', '창의력', '사실', '창의력', '발휘', '조선', '시대', '작가', '사극', '드라마', '가능', '전문학', '인간', '존재', '보편', '양상', '집대성', '고전', '독서', '효과', '퍼스널', '랜딩', '방법', '도출', '가능', '적극', '모색']"
